# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230574.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230574.1.all.q/P_sub_2/counts.txt" "/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230574.1.all.q/P_sub_2/P_sub_2_sorted.bam
Tb927.9.11760	Tb927_09_v5.1;Tb927_09_v5.1	1827391;1829173	1829631;1829631	+;+	2241	3002
Tb927.9.11770	Tb927_09_v5.1	1829981	1832992	+	3012	1937
Tb927.9.11790	Tb927_09_v5.1	1834931	1836442	+	1512	5160
Tb927.9.11800	Tb927_09_v5.1	1836746	1838257	+	1512	4384
Tb927.9.11810	Tb927_09_v5.1	1838899	1840347	+	1449	1913
Tb927.9.11820	Tb927_09_v5.1	1841287	1842255	+	969	910
Tb927.9.11830	Tb927_09_v5.1	1843239	1845200	+	1962	2192
Tb927.9.11840	Tb927_09_v5.1	1846211	1846864	+	654	1971
Tb927.9.11850	Tb927_09_v5.1	1847890	1851717	+	3828	2350
Tb927.9.11870	Tb927_09_v5.1	1853447	1854304	+	858	2650
Tb927.9.11880	Tb927_09_v5.1	1854806	1856128	+	1323	3236
Tb927.9.11890	Tb927_09_v5.1	1856545	1859439	+	2895	1643
Tb927.9.11900	Tb927_09_v5.1	1859986	1861638	+	1653	2926
Tb927.9.11910	Tb927_09_v5.1	1861981	1863342	+	1362	3473
Tb927.9.11930	Tb927_09_v5.1	1863844	1866150	+	2307	3321
Tb927.9.11940	Tb927_09_v5.1	1866967	1867350	+	384	1677
Tb927.9.11960	Tb927_09_v5.1	1868667	1870544	+	1878	2471
Tb927.9.11970	Tb927_09_v5.1	1870821	1872527	+	1707	3099
Tb927.9.12000	Tb927_09_v5.1	1874085	1875251	+	1167	2427
Tb927.9.12030	Tb927_09_v5.1;Tb927_09_v5.1	1876394;1876463	1876999;1876999	+;+	606	6398
Tb927.9.12040	Tb927_09_v5.1	1877566	1879101	+	1536	2040
Tb927.9.12070	Tb927_09_v5.1	1880413	1883400	+	2988	2068
Tb927.9.12080	Tb927_09_v5.1	1884947	1885498	+	552	2936
Tb927.9.12090	Tb927_09_v5.1	1885928	1892188	+	6261	2543
Tb927.9.12100	Tb927_09_v5.1	1892624	1893880	+	1257	3311
Tb927.9.12110	Tb927_09_v5.1	1894375	1895814	+	1440	2621
Tb927.9.12140	Tb927_09_v5.1	1896837	1897829	+	993	2979
Tb927.9.12150	Tb927_09_v5.1	1898906	1899514	+	609	1775
Tb927.9.12160	Tb927_09_v5.1	1900007	1901785	+	1779	6570
Tb927.9.12170	Tb927_09_v5.1	1902239	1903114	+	876	555
Tb927.9.12200	Tb927_09_v5.1	1907605	1908171	+	567	23345
Tb927.9.12240	Tb927_09_v5.1	1908465	1909031	+	567	40629
Tb927.9.12280	Tb927_09_v5.1	1909424	1909822	+	399	2329
Tb927.9.12290	Tb927_09_v5.1	1910323	1911180	+	858	5958
Tb927.9.12300	Tb927_09_v5.1	1912102	1913175	+	1074	2719
Tb927.9.12310	Tb927_09_v5.1	1913754	1916351	+	2598	2194
Tb927.9.12320	Tb927_09_v5.1	1918885	1920117	+	1233	1987
Tb927.9.12330	Tb927_09_v5.1	1921606	1922121	+	516	1556
Tb927.9.12340	Tb927_09_v5.1	1923103	1925148	+	2046	1665
Tb927.9.12360	Tb927_09_v5.1	1930262	1931944	+	1683	940
Tb927.9.12380	Tb927_09_v5.1	1933515	1934999	+	1485	2467
Tb927.9.12390	Tb927_09_v5.1	1935698	1936309	+	612	2203
Tb927.9.12400	Tb927_09_v5.1	1937727	1941764	+	4038	1707
Tb927.9.12430	Tb927_09_v5.1	1943810	1944331	+	522	1274
Tb927.9.12440	Tb927_09_v5.1	1944908	1945609	+	702	1775
Tb927.9.12450	Tb927_09_v5.1	1945866	1947131	+	1266	2723
Tb927.9.12470	Tb927_09_v5.1	1948064	1949092	+	1029	2220
Tb927.9.12480	Tb927_09_v5.1	1950028	1950495	+	468	1749
Tb927.9.12490	Tb927_09_v5.1	1951229	1955068	+	3840	1344
Tb927.9.12500	Tb927_09_v5.1	1956463	1958037	+	1575	1339
Tb927.9.12510	Tb927_09_v5.1	1959337	1961544	+	2208	1916
Tb927.9.12530	Tb927_09_v5.1	1965248	1966501	+	1254	1605
Tb927.9.12550	Tb927_09_v5.1	1968108	1969646	+	1539	2938
Tb927.9.12570	Tb927_09_v5.1	1971684	1973222	+	1539	3038
Tb927.9.12590	Tb927_09_v5.1	1975262	1976800	+	1539	2130
Tb927.9.12610	Tb927_09_v5.1	1978837	1980375	+	1539	2309
Tb927.9.12630	Tb927_09_v5.1	1982416	1983954	+	1539	2869
Tb927.9.12650	Tb927_09_v5.1	1986043	1989687	+	3645	2616
Tb927.9.12670	Tb927_09_v5.1	1990737	1991828	+	1092	1774
Tb927.9.12680	Tb927_09_v5.1	1992303	1993118	+	816	2247
Tb927.9.12690	Tb927_09_v5.1	1994136	1994873	+	738	1136
Tb927.9.12700	Tb927_09_v5.1	1995965	1997308	+	1344	1833
Tb927.9.12710	Tb927_09_v5.1	1998835	2000019	+	1185	3626
Tb927.9.12720	Tb927_09_v5.1	2000371	2001543	+	1173	1831
Tb927.9.12730	Tb927_09_v5.1	2002344	2003699	+	1356	2369
Tb927.9.12740	Tb927_09_v5.1	2004644	2005885	+	1242	1660
Tb927.9.12750	Tb927_09_v5.1	2007030	2008061	+	1032	1403
Tb927.9.12770	Tb927_09_v5.1	2009518	2012586	+	3069	4669
Tb927.9.12780	Tb927_09_v5.1	2012978	2016277	+	3300	4611
Tb927.9.12790	Tb927_09_v5.1	2017402	2019075	+	1674	1559
Tb927.9.12800	Tb927_09_v5.1	2021042	2024221	+	3180	3578
Tb927.9.12810	Tb927_09_v5.1	2024867	2026462	+	1596	2680
Tb927.9.12820	Tb927_09_v5.1	2026706	2027080	+	375	1748
Tb927.9.12830	Tb927_09_v5.1	2027901	2029661	+	1761	2206
Tb927.9.12850	Tb927_09_v5.1	2031181	2032941	+	1761	4389
Tb927.9.12870	Tb927_09_v5.1	2033145	2033567	+	423	1403
Tb927.9.12880	Tb927_09_v5.1	2033888	2035951	+	2064	2552
Tb927.9.12890	Tb927_09_v5.1	2036493	2036915	+	423	1240
Tb927.9.12900	Tb927_09_v5.1	2037231	2038973	+	1743	2538
Tb927.9.12930	Tb927_09_v5.1	2039693	2041048	+	1356	6519
Tb927.9.12950	Tb927_09_v5.1	2041450	2042667	+	1218	2110
Tb927.9.12960	Tb927_09_v5.1	2043569	2045344	+	1776	1718
Tb927.9.12980	Tb927_09_v5.1	2047739	2049007	+	1269	2427
Tb927.9.12990	Tb927_09_v5.1	2049800	2053645	+	3846	1639
Tb927.9.13010	Tb927_09_v5.1	2054303	2056207	+	1905	3917
Tb927.9.13020	Tb927_09_v5.1	2056549	2057694	+	1146	1306
Tb927.9.13030	Tb927_09_v5.1	2058793	2059710	+	918	2675
Tb927.9.13040	Tb927_09_v5.1;Tb927_09_v5.1	2060391;2060616	2061638;2061638	+;+	1248	2355
Tb927.9.13050	Tb927_09_v5.1	2062462	2066196	+	3735	4048
Tb927.9.13060	Tb927_09_v5.1	2066773	2068326	+	1554	2167
Tb927.9.13070	Tb927_09_v5.1	2069205	2069453	+	249	1625
Tb927.9.13100	Tb927_09_v5.1	2070836	2071375	+	540	3232
Tb927.9.13110	Tb927_09_v5.1	2071749	2073068	+	1320	2569
Tb927.9.13120	Tb927_09_v5.1	2073954	2074700	+	747	2697
Tb927.9.13130	Tb927_09_v5.1	2075074	2076894	+	1821	2295
Tb927.9.13140	Tb927_09_v5.1	2077353	2079326	+	1974	2200
Tb927.9.13150	Tb927_09_v5.1	2079847	2080698	+	852	1920
Tb927.9.13160	Tb927_09_v5.1	2083208	2083729	-	522	26
Tb927.9.13200	Tb927_09_v5.1	2086430	2086999	-	570	3030
Tb927.9.13225	Tb927_09_v5.1	2088564	2088917	-	354	1190
Tb927.9.13240	Tb927_09_v5.1	2090445	2090942	-	498	1531
Tb927.9.13250	Tb927_09_v5.1	2091351	2093423	-	2073	4153
Tb927.9.13280	Tb927_09_v5.1	2093883	2095172	-	1290	4641
Tb927.9.13290	Tb927_09_v5.1	2095416	2096432	-	1017	2432
Tb927.9.13300	Tb927_09_v5.1;Tb927_09_v5.1	2096857;2096857	2098245;2098323	-;-	1467	3259
Tb927.9.13310	Tb927_09_v5.1	2098776	2099075	-	300	1899
Tb927.9.13320	Tb927_09_v5.1	2099555	2101078	-	1524	3499
Tb927.9.13330	Tb927_09_v5.1	2101615	2105067	-	3453	2666
Tb927.9.13340	Tb927_09_v5.1	2105856	2106791	-	936	2132
Tb927.9.13350	Tb927_09_v5.1	2107408	2108421	-	1014	3464
Tb927.9.13360	Tb927_09_v5.1	2111432	2117170	-	5739	617
Tb927.9.13380	Tb927_09_v5.1	2119606	2120865	-	1260	1245
Tb927.9.13430	Tb927_09_v5.1	2125438	2126775	-	1338	142
Tb927.9.13440	Tb927_09_v5.1	2128239	2132975	-	4737	1415
Tb927.9.13460	Tb927_09_v5.1	2133499	2133957	-	459	3694
Tb927.9.13470	Tb927_09_v5.1	2134412	2136754	-	2343	2643
Tb927.9.13480	Tb927_09_v5.1	2137388	2137885	-	498	1027
Tb927.9.13490	Tb927_09_v5.1	2138781	2140250	-	1470	1878
Tb927.9.13510	Tb927_09_v5.1	2142149	2144020	-	1872	1060
Tb927.9.13520	Tb927_09_v5.1	2145328	2148054	-	2727	3854
Tb927.9.13530	Tb927_09_v5.1	2148593	2149096	-	504	2442
Tb927.9.13540	Tb927_09_v5.1	2149318	2150391	-	1074	5395
Tb927.9.13570	Tb927_09_v5.1	2151170	2153824	-	2655	2688
Tb927.9.13580	Tb927_09_v5.1	2154424	2155692	-	1269	4147
Tb927.9.13610	Tb927_09_v5.1	2158077	2162069	-	3993	1824
Tb927.9.13620	Tb927_09_v5.1	2163356	2169361	-	6006	1422
Tb927.9.13630	Tb927_09_v5.1	2169893	2171011	-	1119	5417
Tb927.9.13650	Tb927_09_v5.1	2171317	2171865	-	549	2494
Tb927.9.13655	Tb927_09_v5.1	2172109	2172657	-	549	2150
Tb927.9.13680	Tb927_09_v5.1	2172884	2173432	-	549	3586
Tb927.9.13710	Tb927_09_v5.1	2173678	2174226	-	549	3451
Tb927.9.13740	Tb927_09_v5.1	2174453	2175001	-	549	2168
Tb927.9.13770	Tb927_09_v5.1	2175948	2176787	-	840	3861
Tb927.9.13780	Tb927_09_v5.1	2177114	2177995	-	882	3689
Tb927.9.13785	Tb927_09_v5.1	2178515	2178793	-	279	4787
Tb927.9.13795	Tb927_09_v5.1	2179108	2179386	-	279	5627
Tb927.9.13820	Tb927_09_v5.1	2179681	2179959	-	279	3026
Tb927.9.13860	Tb927_09_v5.1	2180274	2180552	-	279	5636
Tb927.9.13920	Tb927_09_v5.1	2180847	2181125	-	279	4982
Tb927.9.13970	Tb927_09_v5.1	2181386	2182405	-	1020	2650
Tb927.9.13990	Tb927_09_v5.1	2186949	2187866	-	918	1155
Tb927.9.14000	Tb927_09_v5.1	2188911	2189405	-	495	24821
Tb927.9.14030	Tb927_09_v5.1	2189790	2192069	-	2280	3763
Tb927.9.14040	Tb927_09_v5.1	2192433	2193713	-	1281	2963
Tb927.9.14050	Tb927_09_v5.1	2194108	2195682	-	1575	3968
Tb927.9.14070	Tb927_09_v5.1	2196537	2197928	-	1392	2397
Tb927.9.14080	Tb927_09_v5.1	2199227	2199844	-	618	2051
Tb927.9.14100	Tb927_09_v5.1	2201503	2202447	-	945	1630
Tb927.9.14120	Tb927_09_v5.1	2204825	2206420	-	1596	1005
Tb927.9.14130	Tb927_09_v5.1	2207984	2209546	-	1563	2807
Tb927.9.14140	Tb927_09_v5.1	2210499	2211134	-	636	2444
Tb927.9.14160	Tb927_09_v5.1	2213001	2213894	-	894	2380
Tb927.9.14170	Tb927_09_v5.1	2214585	2216552	-	1968	1143
Tb927.9.14180	Tb927_09_v5.1	2216926	2217894	-	969	2558
Tb927.9.14190	Tb927_09_v5.1	2218726	2222757	-	4032	686
Tb927.9.14200	Tb927_09_v5.1	2223485	2224645	-	1161	1862
Tb927.9.14220	Tb927_09_v5.1	2225670	2227172	-	1503	3679
Tb927.9.14230	Tb927_09_v5.1	2228300	2228878	-	579	1935
Tb927.9.14240	Tb927_09_v5.1	2229719	2231977	-	2259	2607
Tb927.9.14260	Tb927_09_v5.1	2232528	2235035	-	2508	2523
Tb927.9.14280	Tb927_09_v5.1	2235925	2241051	-	5127	2736
Tb927.9.14290	Tb927_09_v5.1	2241634	2243040	-	1407	1731
Tb927.9.14300	Tb927_09_v5.1	2243287	2245269	-	1983	2540
Tb927.9.14330	Tb927_09_v5.1	2245647	2248013	-	2367	3717
Tb927.9.14370	Tb927_09_v5.1	2248445	2248876	-	432	32826
Tb927.9.14400	Tb927_09_v5.1	2249998	2251080	-	1083	2924
Tb927.9.14410	Tb927_09_v5.1	2251518	2252606	-	1089	2285
Tb927.9.14420	Tb927_09_v5.1	2253017	2254171	-	1155	3428
Tb927.9.14430	Tb927_09_v5.1	2255018	2256067	-	1050	3630
Tb927.9.14440	Tb927_09_v5.1	2256511	2257167	-	657	2926
Tb927.9.14470	Tb927_09_v5.1	2257508	2260993	-	3486	4097
Tb927.9.14480	Tb927_09_v5.1	2261343	2261639	-	297	2801
Tb927.9.14530	Tb927_09_v5.1	2267603	2268166	+	564	389
Tb927.9.14540	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2268396;2268473;2270979	2268470;2270974;2271812	+;+;+	3411	1104
Tb927.9.14570	Tb927_09_v5.1	2276594	2278426	+	1833	2174
Tb927.9.14600	Tb927_09_v5.1	2284393	2285376	+	984	0
Tb927.9.14650	Tb927_09_v5.1	2289698	2293048	+	3351	127
Tb927.9.14660	Tb927_09_v5.1	2293002	2295119	+	2118	196
Tb927.9.14940	Tb927_09_v5.1	2337674	2339053	-	1380	363
Tb927.9.14990	Tb927_09_v5.1	2341488	2341910	+	423	2085
Tb927.9.15000	Tb927_09_v5.1	2342271	2343026	+	756	1479
Tb927.9.15010	Tb927_09_v5.1	2343293	2343907	+	615	4109
Tb927.9.15020	Tb927_09_v5.1;Tb927_09_v5.1	2344978;2345176	2346060;2346060	+;+	1083	3596
Tb927.9.15030	Tb927_09_v5.1	2346258	2347865	+	1608	2791
Tb927.9.15040	Tb927_09_v5.1	2348107	2348949	+	843	2924
Tb927.9.15050	Tb927_09_v5.1	2349174	2350559	+	1386	5888
Tb927.9.15060	Tb927_09_v5.1	2350841	2351596	+	756	1948
Tb927.9.15070	Tb927_09_v5.1	2352212	2354425	+	2214	2489
Tb927.9.15080	Tb927_09_v5.1	2355341	2355688	+	348	2285
Tb927.9.15090	Tb927_09_v5.1	2356154	2356813	+	660	3131
Tb927.9.15100	Tb927_09_v5.1	2357421	2358773	+	1353	1437
Tb927.9.15110	Tb927_09_v5.1	2359123	2360049	+	927	21841
Tb927.9.15170	Tb927_09_v5.1	2360401	2361327	+	927	17320
Tb927.9.15190	Tb927_09_v5.1	2361569	2362183	+	615	8728
Tb927.9.15210	Tb927_09_v5.1	2362520	2362849	+	330	33378
Tb927.9.15230	Tb927_09_v5.1	2363912	2365168	+	1257	2327
Tb927.9.15240	Tb927_09_v5.1	2365598	2366344	+	747	2027
Tb927.9.15260	Tb927_09_v5.1	2367304	2368251	+	948	2371
Tb927.9.15270	Tb927_09_v5.1	2368784	2370415	+	1632	4052
Tb927.9.15290	Tb927_09_v5.1	2370992	2375128	+	4137	1218
Tb927.9.15320	Tb927_09_v5.1	2377089	2377391	+	303	138
Tb927.9.15330	Tb927_09_v5.1	2378760	2381453	+	2694	2340
Tb927.9.15350	Tb927_09_v5.1	2381852	2383918	+	2067	1538
Tb927.9.15360	Tb927_09_v5.1	2384346	2385098	+	753	15348
Tb927.9.15380	Tb927_09_v5.1	2385929	2387050	+	1122	1027
Tb927.9.15400	Tb927_09_v5.1	2389396	2398542	+	9147	765
Tb927.9.15420	Tb927_09_v5.1	2399675	2400073	+	399	36711
Tb927.9.15450	Tb927_09_v5.1	2401615	2403249	+	1635	1538
Tb927.9.15460	Tb927_09_v5.1	2404148	2407273	+	3126	2253
Tb927.9.15470	Tb927_09_v5.1	2409699	2411744	+	2046	2013
Tb927.9.15480	Tb927_09_v5.1	2413332	2414984	+	1653	460
Tb927.9.15490	Tb927_09_v5.1	2416469	2417710	+	1242	2344
Tb927.9.15510	Tb927_09_v5.1	2420556	2421446	+	891	378
Tb927.9.15520	Tb927_09_v5.1	2422457	2423239	+	783	424
Tb927.9.15530	Tb927_09_v5.1	2424252	2425034	+	783	530
Tb927.9.15540	Tb927_09_v5.1	2426051	2426923	+	873	149
Tb927.9.15550	Tb927_09_v5.1	2427942	2428814	+	873	165
Tb927.9.15560	Tb927_09_v5.1	2429829	2430596	+	768	167
Tb927.9.15570	Tb927_09_v5.1	2431610	2432446	+	837	138
Tb927.9.15580	Tb927_09_v5.1	2433462	2434229	+	768	444
Tb927.9.15590	Tb927_09_v5.1	2435249	2436229	+	981	218
Tb927.9.15600	Tb927_09_v5.1	2437189	2437971	+	783	487
Tb927.9.15610	Tb927_09_v5.1	2438985	2439767	+	783	354
Tb927.9.15620	Tb927_09_v5.1	2440781	2441545	+	765	337
Tb927.9.15630	Tb927_09_v5.1	2442556	2443341	+	786	375
Tb927.9.15640	Tb927_09_v5.1	2444354	2445136	+	783	606
Tb927.9.15650	Tb927_09_v5.1	2446314	2447354	+	1041	1067
Tb927.9.15660	Tb927_09_v5.1	2449024	2452752	+	3729	198
Tb927.9.15680	Tb927_09_v5.1	2457071	2458306	+	1236	188
Tb927.9.15700	Tb927_09_v5.1	2461239	2462666	+	1428	0
Tb927.9.15710	Tb927_09_v5.1	2469698	2471122	+	1425	1
Tb927.9.15720	Tb927_09_v5.1	2474306	2474671	+	366	0
Tb927.9.15730	Tb927_09_v5.1	2478151	2479575	+	1425	0
Tb927.9.15740	Tb927_09_v5.1	2480111	2480758	-	648	1
Tb927.9.15750	Tb927_09_v5.1	2482763	2483128	+	366	0
Tb927.9.15760	Tb927_09_v5.1	2486628	2488052	+	1425	0
Tb927.9.15770	Tb927_09_v5.1	2488593	2489240	-	648	0
Tb927.9.15780	Tb927_09_v5.1	2491245	2491610	+	366	0
Tb927.9.15790	Tb927_09_v5.1	2495100	2496521	+	1422	2
Tb927.9.15800	Tb927_09_v5.1	2497243	2497707	-	465	0
Tb927.9.15810	Tb927_09_v5.1	2500454	2502226	-	1773	1714
Tb927.9.15820	Tb927_09_v5.1	2504107	2504601	-	495	70
Tb927.9.15850	Tb927_09_v5.1	2509466	2510152	-	687	112
Tb927.9.15870	Tb927_09_v5.1	2511585	2512283	-	699	697
Tb927.9.15890	Tb927_09_v5.1	2516145	2517602	-	1458	1625
Tb927.9.15930	Tb927_09_v5.1	2524968	2525987	+	1020	1163
Tb927.9.15940	Tb927_09_v5.1	2526399	2527586	+	1188	137
Tb927.9.15950	Tb927_09_v5.1	2530051	2530509	-	459	10
Tb927.9.15980	Tb927_09_v5.1	2533450	2534898	-	1449	32
Tb927.9.16010	Tb927_09_v5.1	2537861	2538349	-	489	49
Tb927.9.16040	Tb927_09_v5.1	2544360	2545880	+	1521	251
Tb927.9.16050	Tb927_09_v5.1	2551650	2552240	+	591	6
Tb927.9.16060	Tb927_09_v5.1	2552950	2553255	+	306	3
Tb927.9.16070	Tb927_09_v5.1	2554900	2555352	+	453	4
Tb927.9.16080	Tb927_09_v5.1	2556965	2557165	-	201	0
Tb927.9.16090	Tb927_09_v5.1;Tb927_09_v5.1	2558048;2558188	2558185;2558280	+;+	231	1
Tb927.9.16100	Tb927_09_v5.1;Tb927_09_v5.1	2562101;2563185	2563183;2563565	+;+	1464	2
Tb927.9.16110	Tb927_09_v5.1;Tb927_09_v5.1	2564455;2564646	2564643;2564684	+;+	228	0
Tb927.9.16130	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2566456;2566756;2567030	2566752;2567028;2567695	+;+;+	1236	0
Tb927.9.16140	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2568507;2568592;2568660;2568841	2568590;2568657;2568839;2568951	+;+;+;+	441	2
Tb927.9.16150	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2570944;2571379;2572203	2571375;2572200;2572334	+;+;+	1386	0
Tb927.9.16160	Tb927_09_v5.1	2573794	2574849	+	1056	0
Tb927.9.16170	Tb927_09_v5.1	2576850	2578205	+	1356	2
Tb927.9.16180	Tb927_09_v5.1	2580690	2581520	+	831	1
Tb927.9.16190	Tb927_09_v5.1	2584167	2584778	+	612	0
Tb927.9.16200	Tb927_09_v5.1	2584942	2586486	+	1545	1
Tb927.9.16210	Tb927_09_v5.1;Tb927_09_v5.1	2589574;2589644	2589642;2589652	+;+	78	2
Tb927.9.16220	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2589972;2590391;2591421	2590388;2591419;2591432	+;+;+	1458	2
Tb927.9.16240	Tb927_09_v5.1	2597492	2598529	+	1038	0
Tb927.9.16250	Tb927_09_v5.1	2601947	2603464	+	1518	1
Tb927.9.16260	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2604591;2604770;2604773;2605087	2604767;2604770;2605084;2605118	+;+;+;+	522	0
Tb927.9.16270	Tb927_09_v5.1	2605595	2606842	+	1248	0
Tb927.9.16280	Tb927_09_v5.1;Tb927_09_v5.1	2609081;2609306	2609302;2610151	+;+	1068	0
Tb927.9.16290	Tb927_09_v5.1	2612148	2612306	+	159	0
Tb927.9.16310	Tb927_09_v5.1;Tb927_09_v5.1	2618548;2619662	2619660;2619916	+;+	1368	0
Tb927.9.16320	Tb927_09_v5.1	2622152	2623663	+	1512	0
Tb927.9.16330	Tb927_09_v5.1	2624450	2624671	+	222	0
Tb927.9.16350	Tb927_09_v5.1;Tb927_09_v5.1	2627044;2628225	2628222;2628518	+;+	1473	0
Tb927.9.16360	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2629968;2631198;2631359	2631194;2631356;2631421	+;+;+	1449	0
Tb927.9.16370	Tb927_09_v5.1	2633593	2634579	+	987	0
Tb927.9.16380	Tb927_09_v5.1;Tb927_09_v5.1	2635859;2635903	2635900;2637297	+;+	1437	0
Tb927.9.16390	Tb927_09_v5.1	2638517	2639017	+	501	0
Tb927.9.16410	Tb927_09_v5.1	2646427	2646771	-	345	0
Tb927.9.16430	Tb927_09_v5.1;Tb927_09_v5.1	2652725;2653210	2653207;2653794	-;-	1068	0
Tb927.9.16440	Tb927_09_v5.1	2655228	2656046	-	819	0
Tb927.9.16460	Tb927_09_v5.1	2663813	2665342	-	1530	0
Tb927.9.16470	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2666654;2666670;2666834;2666986;2667225	2666668;2666831;2666983;2667222;2667632	-;-;-;-;-	972	0
Tb927.9.16480	Tb927_09_v5.1	2670274	2670549	-	276	0
Tb927.9.16490	Tb927_09_v5.1	2671181	2672833	-	1653	0
Tb927.9.16500	Tb927_09_v5.1	2673907	2675457	-	1551	0
Tb927.9.16510	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2676473;2676535;2677458	2676532;2677455;2677973	-;-;-	1497	0
Tb927.9.16520	Tb927_09_v5.1	2679930	2681312	-	1383	0
Tb927.9.16530	Tb927_09_v5.1;Tb927_09_v5.1	2683484;2684155	2684152;2684742	-;-	1257	0
Tb927.9.16540	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2685823;2685944;2686534	2685942;2686531;2687250	-;-;-	1425	0
Tb927.9.16550	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2691782;2691795;2691976	2691793;2691974;2692950	-;-;-	1167	0
Tb927.9.16560	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2695761;2696020;2696904	2696018;2696901;2697308	-;-;-	1545	2
Tb927.9.16570	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2698879;2698917;2699889	2698914;2699885;2700284	-;-;-	1401	3
Tb927.9.16580	Tb927_09_v5.1	2700800	2701234	-	435	0
Tb927.9.16590	Tb927_09_v5.1	2702379	2703539	-	1161	1
Tb927.9.16600	Tb927_09_v5.1	2706409	2707737	-	1329	0
Tb927.9.16610	Tb927_09_v5.1	2709874	2710113	-	240	6
Tb927.9.16630	Tb927_09_v5.1	2715930	2716169	+	240	10
Tb927.9.16640	Tb927_09_v5.1	2717501	2719081	+	1581	2
Tb927.9.16650	Tb927_09_v5.1;Tb927_09_v5.1	2719883;2720004	2719918;2720243	+;+	276	0
Tb927.9.16660	Tb927_09_v5.1;Tb927_09_v5.1	2721123;2722612	2722610;2722719	+;+	1596	0
Tb927.9.16670	Tb927_09_v5.1;Tb927_09_v5.1	2724401;2724914	2724910;2725822	+;+	1419	0
Tb927.9.16680	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2727716;2728156;2728333	2728153;2728329;2729094	+;+;+	1374	0
Tb927.9.16690	Tb927_09_v5.1	2731198	2731635	+	438	0
Tb927.9.16700	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2733738;2733883;2733892;2734106	2733881;2733888;2734104;2734360	+;+;+;+	618	0
Tb927.9.16710	Tb927_09_v5.1;Tb927_09_v5.1	2735578;2735742	2735736;2736113	+;+	531	0
Tb927.9.16720	Tb927_09_v5.1;Tb927_09_v5.1	2738456;2739176	2739172;2739511	+;+	1053	0
Tb927.9.16730	Tb927_09_v5.1;Tb927_09_v5.1	2741212;2741675	2741673;2741971	+;+	759	0
Tb927.9.16750	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2750446;2750472;2750618	2750469;2750615;2751817	-;-;-	1368	0
Tb927.9.16770	Tb927_09_v5.1;Tb927_09_v5.1	2754093;2754310	2754308;2755662	-;-	1569	0
Tb927.9.16780	Tb927_09_v5.1	2757055	2757249	-	195	0
Tb927.9.16790	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2758280;2758735;2759597	2758732;2759595;2759839	-;-;-	1557	0
Tb927.9.16800	Tb927_09_v5.1	2760096	2761019	-	924	0
Tb927.9.16810	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2762360;2762376;2762942	2762374;2762939;2763460	-;-;-	1098	0
Tb927.9.16820	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2765453;2765568;2765695	2765566;2765693;2765826	-;-;-	372	0
Tb927.9.16830	Tb927_09_v5.1;Tb927_09_v5.1	2766477;2766500	2766497;2767363	-;-	885	0
Tb927.9.16840	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2768302;2768435;2768613	2768433;2768611;2768972	-;-;-	669	1
Tb927.9.16850	Tb927_09_v5.1;Tb927_09_v5.1	2769468;2769804	2769800;2769881	-;-	411	0
Tb927.9.16860	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2771814;2771918;2772303	2771915;2772301;2773346	-;-;-	1530	0
Tb927.9.16870	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2774642;2774743;2774908	2774740;2774904;2775177	-;-;-	531	0
Tb927.9.16880	Tb927_09_v5.1;Tb927_09_v5.1;Tb927_09_v5.1	2777256;2777650;2777738	2777648;2777736;2778067	-;-;-	810	1
