# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230576.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230576.1.all.q/P_tot_3/counts.txt" "/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230576.1.all.q/P_tot_3/P_tot_3_sorted.bam
Tb927.10.2580	Tb927_10_v5.1	668794	669678	+	885	1701
Tb927.10.2590	Tb927_10_v5.1	669962	672397	+	2436	1018
Tb927.10.2600	Tb927_10_v5.1	672780	674534	+	1755	702
Tb927.10.2610	Tb927_10_v5.1	675104	676558	+	1455	1064
Tb927.10.2620	Tb927_10_v5.1	678065	678643	+	579	2510
Tb927.10.2630	Tb927_10_v5.1	679858	680691	+	834	1121
Tb927.10.2640	Tb927_10_v5.1	681295	683601	+	2307	3294
Tb927.10.2650	Tb927_10_v5.1	684475	688002	+	3528	2683
Tb927.10.2660	Tb927_10_v5.1	689133	689699	+	567	566
Tb927.10.2670	Tb927_10_v5.1	690642	691007	+	366	1001
Tb927.10.2680	Tb927_10_v5.1	691459	693186	+	1728	3161
Tb927.10.2690	Tb927_10_v5.1	693644	695656	+	2013	1673
Tb927.10.2700	Tb927_10_v5.1	696024	698114	+	2091	3071
Tb927.10.2710	Tb927_10_v5.1	698291	698485	+	195	610
Tb927.10.2720	Tb927_10_v5.1	699010	700731	+	1722	2276
Tb927.10.2730	Tb927_10_v5.1	701197	702081	+	885	2774
Tb927.10.2750	Tb927_10_v5.1	704204	705589	+	1386	1844
Tb927.10.2760	Tb927_10_v5.1	706151	708319	+	2169	2684
Tb927.10.2770	Tb927_10_v5.1	708691	709839	+	1149	1941
Tb927.10.2780	Tb927_10_v5.1	711057	715649	+	4593	3032
Tb927.10.2790	Tb927_10_v5.1	716437	719643	+	3207	2920
Tb927.10.2800	Tb927_10_v5.1	720303	720785	+	483	713
Tb927.10.2810	Tb927_10_v5.1	721079	722095	+	1017	2118
Tb927.10.2820	Tb927_10_v5.1	723076	724566	+	1491	380
Tb927.10.2830	Tb927_10_v5.1	725150	725560	+	411	772
Tb927.10.2840	Tb927_10_v5.1	726077	726418	+	342	12327
Tb927.10.2850	Tb927_10_v5.1	726983	728119	+	1137	407
Tb927.10.2860	Tb927_10_v5.1	729287	731629	+	2343	2038
Tb927.10.2870	Tb927_10_v5.1	732774	735263	+	2490	1957
Tb927.10.2880	Tb927_10_v5.1	737081	745162	+	8082	9024
Tb927.10.2890	Tb927_10_v5.1	746309	747598	+	1290	13868
Tb927.10.2900	Tb927_10_v5.1	748683	751283	+	2601	3305
Tb927.10.2910	Tb927_10_v5.1	753993	755129	+	1137	2300
Tb927.10.2920	Tb927_10_v5.1	756519	759689	+	3171	1753
Tb927.10.2930	Tb927_10_v5.1	761087	763336	+	2250	1212
Tb927.10.2940	Tb927_10_v5.1	765576	766640	+	1065	1762
Tb927.10.2950	Tb927_10_v5.1	767024	772387	+	5364	4422
Tb927.10.2960	Tb927_10_v5.1	772859	775165	+	2307	3501
Tb927.10.2970	Tb927_10_v5.1	776124	776471	+	348	3276
Tb927.10.2980	Tb927_10_v5.1	778268	779185	+	918	1941
Tb927.10.2990	Tb927_10_v5.1	779644	782658	+	3015	6197
Tb927.10.3000	Tb927_10_v5.1	783016	785373	+	2358	6686
Tb927.10.3010	Tb927_10_v5.1	786335	790006	+	3672	9460
Tb927.10.3020	Tb927_10_v5.1	790369	792690	+	2322	5628
Tb927.10.3030	Tb927_10_v5.1	794511	795428	+	918	2541
Tb927.10.3040	Tb927_10_v5.1	795837	796244	+	408	1854
Tb927.10.3050	Tb927_10_v5.1	797966	798445	-	480	10
Tb927.10.3070	Tb927_10_v5.1	802509	803225	+	717	1165
Tb927.10.3080	Tb927_10_v5.1	806054	807238	+	1185	1706
Tb927.10.3090	Tb927_10_v5.1	807422	809923	+	2502	2430
Tb927.10.3100	Tb927_10_v5.1	810345	812441	+	2097	3279
Tb927.10.3110	Tb927_10_v5.1	813169	814902	+	1734	1298
Tb927.10.3120	Tb927_10_v5.1	815505	816203	+	699	1856
Tb927.10.3130	Tb927_10_v5.1	816824	819178	+	2355	3094
Tb927.10.3140	Tb927_10_v5.1	819673	821565	+	1893	2286
Tb927.10.3150	Tb927_10_v5.1	822204	822821	+	618	1195
Tb927.10.3160	Tb927_10_v5.1	823231	823623	+	393	1261
Tb927.10.3170	Tb927_10_v5.1	824089	826260	+	2172	1985
Tb927.10.3180	Tb927_10_v5.1	826573	827919	+	1347	962
Tb927.10.3200	Tb927_10_v5.1	829453	830196	+	744	2457
Tb927.10.3210	Tb927_10_v5.1	831505	833190	+	1686	10926
Tb927.10.3220	Tb927_10_v5.1	834565	835011	+	447	71
Tb927.10.3230	Tb927_10_v5.1	837649	838770	+	1122	1200
Tb927.10.3250	Tb927_10_v5.1	839977	840900	+	924	1632
Tb927.10.3260	Tb927_10_v5.1	841483	843594	+	2112	1960
Tb927.10.3270	Tb927_10_v5.1	846291	846755	+	465	551
Tb927.10.3280	Tb927_10_v5.1	847444	847692	+	249	16460
Tb927.10.3290	Tb927_10_v5.1	848128	848949	+	822	1212
Tb927.10.3300	Tb927_10_v5.1	849416	851041	+	1626	1638
Tb927.10.3310	Tb927_10_v5.1	852096	854936	+	2841	2775
Tb927.10.3320	Tb927_10_v5.1	855747	857417	+	1671	1661
Tb927.10.3330	Tb927_10_v5.1	857768	858817	+	1050	2003
Tb927.10.3340	Tb927_10_v5.1	859426	862101	+	2676	582
Tb927.10.3350	Tb927_10_v5.1	864807	866444	+	1638	1533
Tb927.10.3360	Tb927_10_v5.1	868805	871627	+	2823	311
Tb927.10.3370	Tb927_10_v5.1	873006	873350	+	345	4074
Tb927.10.3380	Tb927_10_v5.1	873629	873973	+	345	3472
Tb927.10.3390	Tb927_10_v5.1	874379	878197	+	3819	2661
Tb927.10.3400	Tb927_10_v5.1	880233	881594	+	1362	34
Tb927.10.3410	Tb927_10_v5.1	882703	883026	+	324	9
Tb927.10.3420	Tb927_10_v5.1	884101	884568	+	468	5
Tb927.10.3430	Tb927_10_v5.1	888226	890079	+	1854	2200
Tb927.10.3470	Tb927_10_v5.1	891235	893661	+	2427	1733
Tb927.10.3480	Tb927_10_v5.1	894248	896314	+	2067	1920
Tb927.10.3490	Tb927_10_v5.1	897136	899019	+	1884	2312
Tb927.10.3500	Tb927_10_v5.1	899704	902340	+	2637	4019
Tb927.10.3510	Tb927_10_v5.1	903295	908703	+	5409	4815
Tb927.10.3520	Tb927_10_v5.1	909983	911182	+	1200	2358
Tb927.10.3530	Tb927_10_v5.1	912844	913992	+	1149	430
Tb927.10.3540	Tb927_10_v5.1	915333	916013	+	681	899
Tb927.10.3550	Tb927_10_v5.1	918007	921177	+	3171	2257
Tb927.10.3560	Tb927_10_v5.1	921972	923141	+	1170	1619
Tb927.10.3570	Tb927_10_v5.1	924539	927262	+	2724	2973
Tb927.10.3580	Tb927_10_v5.1	927654	928628	+	975	1780
Tb927.10.3590	Tb927_10_v5.1	928905	930584	+	1680	2303
Tb927.10.3600	Tb927_10_v5.1	931459	933078	+	1620	171
Tb927.10.3610	Tb927_10_v5.1	935083	936579	+	1497	1375
Tb927.10.3620	Tb927_10_v5.1	937199	938125	+	927	1377
Tb927.10.3630	Tb927_10_v5.1	940748	941398	-	651	796
Tb927.10.3640	Tb927_10_v5.1	943733	944587	-	855	945
Tb927.10.3650	Tb927_10_v5.1	946359	950057	-	3699	4603
Tb927.10.3660	Tb927_10_v5.1	952856	954067	-	1212	1272
Tb927.10.3670	Tb927_10_v5.1	954962	956428	-	1467	1415
Tb927.10.3680	Tb927_10_v5.1	958508	959374	-	867	212
Tb927.10.3690	Tb927_10_v5.1	960015	961418	-	1404	240
Tb927.10.3700	Tb927_10_v5.1	963344	964852	-	1509	653
Tb927.10.3710	Tb927_10_v5.1	966089	966784	-	696	3248
Tb927.10.3720	Tb927_10_v5.1	967393	968919	-	1527	1156
Tb927.10.3730	Tb927_10_v5.1	969423	971441	-	2019	2256
Tb927.10.3740	Tb927_10_v5.1	971729	973171	-	1443	1151
Tb927.10.3750	Tb927_10_v5.1	974898	976454	-	1557	409
Tb927.10.3760	Tb927_10_v5.1	976942	977793	-	852	1303
Tb927.10.3770	Tb927_10_v5.1	978432	980534	-	2103	3183
Tb927.10.3780	Tb927_10_v5.1	982038	985106	-	3069	2336
Tb927.10.3790	Tb927_10_v5.1	986130	997835	-	11706	5924
Tb927.10.3800	Tb927_10_v5.1	998399	1001425	-	3027	874
Tb927.10.3810	Tb927_10_v5.1	1001904	1003691	-	1788	1875
Tb927.10.3820	Tb927_10_v5.1	1004298	1010741	-	6444	7947
Tb927.10.3830	Tb927_10_v5.1	1011127	1011621	-	495	9123
Tb927.10.3840	Tb927_10_v5.1	1011684	1012223	-	540	8023
Tb927.10.3850	Tb927_10_v5.1	1012798	1014708	-	1911	482
Tb927.10.3860	Tb927_10_v5.1	1015754	1016416	-	663	1114
Tb927.10.3870	Tb927_10_v5.1	1017930	1024385	-	6456	2540
Tb927.10.3880	Tb927_10_v5.1	1024891	1027176	-	2286	2665
Tb927.10.3890	Tb927_10_v5.1;Tb927_10_v5.1	1028040;1028040	1030373;1030559	-;-	2520	2232
Tb927.10.3900	Tb927_10_v5.1	1032902	1035124	-	2223	2481
Tb927.10.3910	Tb927_10_v5.1	1037103	1038542	-	1440	965
Tb927.10.3920	Tb927_10_v5.1	1041368	1042834	-	1467	519
Tb927.10.3930	Tb927_10_v5.1	1043092	1043862	-	771	26094
Tb927.10.3940	Tb927_10_v5.1	1044173	1044943	-	771	14269
Tb927.10.3950	Tb927_10_v5.1	1045318	1046814	-	1497	2070
Tb927.10.3960	Tb927_10_v5.1	1048513	1048980	-	468	263
Tb927.10.3970	Tb927_10_v5.1	1050740	1052290	-	1551	775
Tb927.10.3990	Tb927_10_v5.1	1056282	1057502	-	1221	5594
Tb927.10.4000	Tb927_10_v5.1	1058112	1058945	-	834	1539
Tb927.10.4010	Tb927_10_v5.1	1059453	1061501	-	2049	1761
Tb927.10.4020	Tb927_10_v5.1	1061818	1062447	-	630	544
Tb927.10.4030	Tb927_10_v5.1	1062504	1063367	-	864	850
Tb927.10.4040	Tb927_10_v5.1	1063800	1064846	-	1047	2495
Tb927.10.4050	Tb927_10_v5.1	1069123	1070796	-	1674	635
Tb927.10.4060	Tb927_10_v5.1	1071415	1072521	-	1107	2092
Tb927.10.4070	Tb927_10_v5.1	1073004	1073996	-	993	1511
Tb927.10.4080	Tb927_10_v5.1	1074589	1078140	-	3552	7055
Tb927.10.4090	Tb927_10_v5.1	1078772	1079011	-	240	563
Tb927.10.4100	Tb927_10_v5.1	1079673	1081748	-	2076	2832
Tb927.10.4110	Tb927_10_v5.1	1082179	1082496	-	318	12717
Tb927.10.4120	Tb927_10_v5.1;Tb927_10_v5.1	1082807;1082807	1083124;1083151	-;-	345	11360
Tb927.10.4130	Tb927_10_v5.1	1085308	1086105	-	798	2482
Tb927.10.4140	Tb927_10_v5.1	1086753	1086974	-	222	960
Tb927.10.4160	Tb927_10_v5.1	1088791	1089954	-	1164	1021
Tb927.10.4170	Tb927_10_v5.1	1090438	1098057	-	7620	8663
Tb927.10.4180	Tb927_10_v5.1	1100157	1100900	-	744	749
Tb927.10.4190	Tb927_10_v5.1	1104361	1104663	+	303	33
Tb927.10.4200	Tb927_10_v5.1	1105375	1107969	+	2595	1945
Tb927.10.4210	Tb927_10_v5.1	1108328	1109311	+	984	813
Tb927.10.4220	Tb927_10_v5.1	1109764	1110693	+	930	1026
Tb927.10.4230	Tb927_10_v5.1	1110970	1111833	+	864	1380
Tb927.10.4240	Tb927_10_v5.1	1112059	1112421	+	363	2982
Tb927.10.4250	Tb927_10_v5.1	1112688	1113248	+	561	821
Tb927.10.4260	Tb927_10_v5.1	1113513	1114925	+	1413	2580
Tb927.10.4270	Tb927_10_v5.1	1115425	1115976	+	552	947
Tb927.10.4280	Tb927_10_v5.1	1116381	1116986	+	606	5324
Tb927.10.4290	Tb927_10_v5.1	1117602	1118429	+	828	951
Tb927.10.4300	Tb927_10_v5.1	1118865	1120664	+	1800	785
Tb927.10.4310	Tb927_10_v5.1	1121153	1122040	+	888	2011
Tb927.10.4320	Tb927_10_v5.1	1122487	1124478	+	1992	1369
Tb927.10.4330	Tb927_10_v5.1	1125374	1126480	+	1107	548
Tb927.10.4340	Tb927_10_v5.1	1127814	1127990	+	177	1
Tb927.10.4350	Tb927_10_v5.1	1129420	1129602	-	183	1
Tb927.10.4360	Tb927_10_v5.1	1132642	1132980	+	339	20
Tb927.10.4370	Tb927_10_v5.1	1133224	1134576	-	1353	52
Tb927.10.4380	Tb927_10_v5.1	1134811	1135551	-	741	89
Tb927.10.4390	Tb927_10_v5.1	1135953	1136672	-	720	39
Tb927.10.4400	Tb927_10_v5.1	1137930	1138421	-	492	89
Tb927.10.4410	Tb927_10_v5.1	1139221	1139682	-	462	92
Tb927.10.4420	Tb927_10_v5.1	1140138	1140584	-	447	88
Tb927.10.4430	Tb927_10_v5.1	1141343	1143061	-	1719	271
Tb927.10.4440	Tb927_10_v5.1	1143913	1144776	-	864	616
Tb927.10.4450	Tb927_10_v5.1	1145242	1146015	-	774	921
Tb927.10.4460	Tb927_10_v5.1	1146333	1147235	-	903	529
Tb927.10.4470	Tb927_10_v5.1	1147705	1150860	-	3156	1706
Tb927.10.4480	Tb927_10_v5.1	1151097	1152938	-	1842	1223
Tb927.10.4490	Tb927_10_v5.1	1153298	1156270	-	2973	1634
Tb927.10.4500	Tb927_10_v5.1	1156669	1157607	-	939	520
Tb927.10.4510	Tb927_10_v5.1	1158100	1159176	-	1077	1296
Tb927.10.4520	Tb927_10_v5.1	1159602	1161038	-	1437	2071
Tb927.10.4530	Tb927_10_v5.1	1161373	1162236	-	864	1100
Tb927.10.4540	Tb927_10_v5.1	1162416	1162967	-	552	563
Tb927.10.4550	Tb927_10_v5.1	1163210	1163680	-	471	774
Tb927.10.4560	Tb927_10_v5.1	1164007	1166547	-	2541	38642
Tb927.10.4570	Tb927_10_v5.1	1167167	1169707	-	2541	36860
Tb927.10.4580	Tb927_10_v5.1	1170043	1171179	-	1137	1760
Tb927.10.4590	Tb927_10_v5.1	1171381	1172004	-	624	1222
Tb927.10.4600	Tb927_10_v5.1	1173075	1174448	-	1374	689
Tb927.10.4610	Tb927_10_v5.1	1174838	1175617	-	780	675
Tb927.10.4620	Tb927_10_v5.1	1175924	1176250	-	327	779
Tb927.10.4630	Tb927_10_v5.1	1176795	1177436	-	642	453
Tb927.10.4640	Tb927_10_v5.1	1177802	1179268	-	1467	4070
Tb927.10.4650	Tb927_10_v5.1	1179451	1181745	-	2295	2207
Tb927.10.4660	Tb927_10_v5.1	1182070	1182636	-	567	736
Tb927.10.4670	Tb927_10_v5.1	1182982	1183896	-	915	1054
Tb927.10.4680	Tb927_10_v5.1	1184156	1185052	-	897	1013
Tb927.10.4690	Tb927_10_v5.1	1185611	1185949	-	339	925
Tb927.10.4700	Tb927_10_v5.1	1186357	1187061	-	705	787
Tb927.10.4710	Tb927_10_v5.1	1187595	1188215	-	621	2809
Tb927.10.4720	Tb927_10_v5.1	1189298	1190380	-	1083	1632
Tb927.10.4730	Tb927_10_v5.1	1190731	1192164	-	1434	516
Tb927.10.4740	Tb927_10_v5.1	1192644	1192835	-	192	288
Tb927.10.4750	Tb927_10_v5.1	1195045	1196217	-	1173	1752
Tb927.10.4760	Tb927_10_v5.1	1196764	1197492	-	729	2572
Tb927.10.4770	Tb927_10_v5.1	1197912	1199252	-	1341	1747
Tb927.10.4780	Tb927_10_v5.1	1200608	1202284	-	1677	782
Tb927.10.4790	Tb927_10_v5.1	1202550	1202960	-	411	1209
Tb927.10.4800	Tb927_10_v5.1	1204986	1206731	-	1746	956
Tb927.10.4810	Tb927_10_v5.1	1207439	1207852	-	414	423
Tb927.10.4820	Tb927_10_v5.1	1208202	1209227	-	1026	965
Tb927.10.4830	Tb927_10_v5.1	1209502	1210107	-	606	1676
Tb927.10.4840	Tb927_10_v5.1	1210937	1211479	-	543	1441
Tb927.10.4850	Tb927_10_v5.1	1211836	1213254	-	1419	2844
Tb927.10.4860	Tb927_10_v5.1	1213720	1214898	-	1179	1296
Tb927.10.4870	Tb927_10_v5.1	1215995	1217302	-	1308	1432
Tb927.10.4880	Tb927_10_v5.1	1217860	1218534	-	675	4889
Tb927.10.4890	Tb927_10_v5.1	1219534	1220439	-	906	2351
Tb927.10.4900	Tb927_10_v5.1	1221145	1222644	-	1500	4138
Tb927.10.4910	Tb927_10_v5.1	1223487	1225601	-	2115	3431
Tb927.10.4920	Tb927_10_v5.1	1226058	1227398	-	1341	1736
Tb927.10.4930	Tb927_10_v5.1	1227600	1228481	-	882	759
Tb927.10.4940	Tb927_10_v5.1	1228866	1230179	-	1314	2378
Tb927.10.4950	Tb927_10_v5.1	1230434	1230829	-	396	759
Tb927.10.4960	Tb927_10_v5.1	1231470	1231709	-	240	102
Tb927.10.4970	Tb927_10_v5.1	1236491	1237102	+	612	1224
Tb927.10.4980	Tb927_10_v5.1	1237310	1238218	+	909	3126
Tb927.10.4990	Tb927_10_v5.1	1238533	1239468	+	936	593
Tb927.10.5000	Tb927_10_v5.1	1239920	1240657	+	738	936
Tb927.10.5010	Tb927_10_v5.1	1240921	1243161	+	2241	5666
Tb927.10.5020	Tb927_10_v5.1	1245422	1246009	+	588	1739
Tb927.10.5030	Tb927_10_v5.1	1246866	1247321	+	456	18460
Tb927.10.5040	Tb927_10_v5.1	1247618	1248490	+	873	853
Tb927.10.5050	Tb927_10_v5.1	1249171	1249398	+	228	1219
Tb927.10.5060	Tb927_10_v5.1	1249872	1250438	+	567	474
Tb927.10.5070	Tb927_10_v5.1	1250898	1251878	+	981	767
Tb927.10.5080	Tb927_10_v5.1	1252551	1253783	+	1233	816
Tb927.10.5090	Tb927_10_v5.1	1254440	1254997	+	558	271
Tb927.10.5100	Tb927_10_v5.1	1257107	1257529	+	423	362
Tb927.10.5110	Tb927_10_v5.1	1257678	1258334	+	657	1277
Tb927.10.5120	Tb927_10_v5.1	1258825	1259319	+	495	1279
Tb927.10.5130	Tb927_10_v5.1	1259784	1260611	+	828	1331
Tb927.10.5140	Tb927_10_v5.1	1261399	1262727	+	1329	919
Tb927.10.5150	Tb927_10_v5.1	1266283	1267827	+	1545	24
Tb927.10.5160	Tb927_10_v5.1	1269582	1270040	+	459	10
Tb927.10.5170	Tb927_10_v5.1	1275250	1278531	+	3282	2110
Tb927.10.5180	Tb927_10_v5.1	1279428	1282349	+	2922	1293
Tb927.10.5190	Tb927_10_v5.1	1284085	1285032	+	948	493
Tb927.10.5200	Tb927_10_v5.1	1287816	1289111	+	1296	1030
Tb927.10.5210	Tb927_10_v5.1	1290964	1292466	+	1503	511
Tb927.10.5220	Tb927_10_v5.1	1292952	1294295	+	1344	1351
Tb927.10.5230	Tb927_10_v5.1	1295187	1295999	+	813	1079
Tb927.10.5240	Tb927_10_v5.1	1297252	1302360	+	5109	2191
Tb927.10.5250	Tb927_10_v5.1	1305467	1307434	+	1968	43
Tb927.10.5260	Tb927_10_v5.1	1313983	1317390	+	3408	801
Tb927.10.5270	Tb927_10_v5.1	1318574	1319710	+	1137	468
Tb927.10.5280	Tb927_10_v5.1	1320468	1323110	+	2643	1880
Tb927.10.5290	Tb927_10_v5.1	1323559	1324344	+	786	584
Tb927.10.5300	Tb927_10_v5.1	1324711	1325457	+	747	1184
Tb927.10.5310	Tb927_10_v5.1	1326114	1328303	+	2190	358
Tb927.10.5320	Tb927_10_v5.1	1330386	1332176	+	1791	1392
Tb927.10.5330	Tb927_10_v5.1	1333039	1333500	+	462	5376
Tb927.10.5340	Tb927_10_v5.1	1333758	1334219	+	462	10170
Tb927.10.5350	Tb927_10_v5.1	1334522	1346950	+	12429	4101
Tb927.10.5360	Tb927_10_v5.1	1348345	1348863	+	519	7176
Tb927.10.5370	Tb927_10_v5.1	1349780	1350298	+	519	7578
Tb927.10.5380	Tb927_10_v5.1	1350736	1354464	+	3729	2859
Tb927.10.5390	Tb927_10_v5.1	1355342	1359442	+	4101	3158
Tb927.10.5400	Tb927_10_v5.1	1359987	1361711	+	1725	3230
Tb927.10.5420	Tb927_10_v5.1	1362574	1366659	+	4086	3716
Tb927.10.5430	Tb927_10_v5.1	1367462	1368307	+	846	1218
Tb927.10.5440	Tb927_10_v5.1	1368732	1370348	+	1617	1900
Tb927.10.5450	Tb927_10_v5.1	1370851	1373724	+	2874	3055
Tb927.10.5460	Tb927_10_v5.1	1374618	1374995	+	378	6984
Tb927.10.5470	Tb927_10_v5.1;Tb927_10_v5.1	1375322;1375346	1376758;1376758	+;+	1437	1999
Tb927.10.5480	Tb927_10_v5.1	1377506	1377883	+	378	12634
Tb927.10.5490	Tb927_10_v5.1	1378325	1379596	+	1272	845
Tb927.10.5500	Tb927_10_v5.1	1380081	1381121	+	1041	2105
Tb927.10.5510	Tb927_10_v5.1	1382211	1383905	+	1695	340
Tb927.10.5520	Tb927_10_v5.1	1385748	1386719	+	972	1560
Tb927.10.5530	Tb927_10_v5.1	1388078	1389640	+	1563	1802
Tb927.10.5540	Tb927_10_v5.1	1390380	1391195	+	816	1133
Tb927.10.5550	Tb927_10_v5.1	1392041	1392460	+	420	1660
Tb927.10.5560	Tb927_10_v5.1	1392875	1394644	+	1770	2021
Tb927.10.5570	Tb927_10_v5.1	1395161	1395859	+	699	765
Tb927.10.5580	Tb927_10_v5.1	1396189	1397229	+	1041	964
Tb927.10.5590	Tb927_10_v5.1	1398180	1399976	+	1797	2851
Tb927.10.5600	Tb927_10_v5.1	1400880	1402685	+	1806	662
Tb927.10.5610	Tb927_10_v5.1	1403375	1403947	+	573	16276
Tb927.10.5620	Tb927_10_v5.1	1404259	1405377	+	1119	9419
Tb927.10.5630	Tb927_10_v5.1	1406244	1406801	+	558	1381
Tb927.10.5640	Tb927_10_v5.1	1407195	1408682	+	1488	2199
Tb927.10.5650	Tb927_10_v5.1	1409958	1410656	+	699	527
Tb927.10.5660	Tb927_10_v5.1	1411256	1412263	+	1008	1497
Tb927.10.5670	Tb927_10_v5.1	1413412	1415547	+	2136	2872
Tb927.10.5680	Tb927_10_v5.1	1416741	1417925	+	1185	190
Tb927.10.5690	Tb927_10_v5.1	1418036	1419199	+	1164	82
Tb927.10.5700	Tb927_10_v5.1	1420824	1421519	+	696	25
Tb927.10.5710	Tb927_10_v5.1	1422098	1422781	+	684	78
Tb927.10.5720	Tb927_10_v5.1	1423505	1424011	-	507	18
Tb927.10.5730	Tb927_10_v5.1	1424341	1424934	-	594	425
Tb927.10.5740	Tb927_10_v5.1	1425301	1425888	-	588	586
Tb927.10.5750	Tb927_10_v5.1	1426655	1427464	-	810	606
Tb927.10.5760	Tb927_10_v5.1	1429344	1429991	-	648	2080
Tb927.10.5770	Tb927_10_v5.1	1430797	1433139	-	2343	4189
Tb927.10.5780	Tb927_10_v5.1	1434640	1436370	-	1731	1851
Tb927.10.5790	Tb927_10_v5.1	1437008	1438618	-	1611	2276
Tb927.10.5800	Tb927_10_v5.1	1439264	1439677	-	414	853
Tb927.10.5810	Tb927_10_v5.1	1441554	1442855	-	1302	5723
Tb927.10.5820	Tb927_10_v5.1	1443283	1446294	-	3012	8052
Tb927.10.5830	Tb927_10_v5.1	1446783	1448423	-	1641	3009
Tb927.10.5840	Tb927_10_v5.1	1449336	1449941	-	606	7724
Tb927.10.5850	Tb927_10_v5.1	1450933	1465164	-	14232	5524
Tb927.10.5860	Tb927_10_v5.1	1466005	1466433	-	429	1191
Tb927.10.5870	Tb927_10_v5.1	1468544	1469914	-	1371	1515
Tb927.10.5880	Tb927_10_v5.1	1472277	1474157	-	1881	2340
Tb927.10.5890	Tb927_10_v5.1	1474573	1477290	-	2718	1507
Tb927.10.5900	Tb927_10_v5.1	1477613	1479016	-	1404	3605
Tb927.10.5910	Tb927_10_v5.1	1480224	1482623	-	2400	1829
Tb927.10.5920	Tb927_10_v5.1	1482999	1485374	-	2376	2617
Tb927.10.5930	Tb927_10_v5.1	1486930	1488402	-	1473	2119
Tb927.10.5940	Tb927_10_v5.1	1489388	1490872	-	1485	1771
Tb927.10.5950	Tb927_10_v5.1	1491558	1493042	-	1485	1985
Tb927.10.5960	Tb927_10_v5.1	1496257	1497636	-	1380	124
Tb927.10.5970	Tb927_10_v5.1	1498844	1500544	-	1701	383
Tb927.10.5980	Tb927_10_v5.1	1501680	1502960	-	1281	598
Tb927.10.5990	Tb927_10_v5.1	1503675	1505006	-	1332	959
Tb927.10.6000	Tb927_10_v5.1	1506984	1511591	-	4608	1061
Tb927.10.6010	Tb927_10_v5.1	1512569	1516063	-	3495	1605
Tb927.10.6020	Tb927_10_v5.1	1516680	1517216	-	537	485
Tb927.10.6030	Tb927_10_v5.1	1517904	1518704	-	801	1151
Tb927.10.6040	Tb927_10_v5.1	1520264	1520743	-	480	558
Tb927.10.6050	Tb927_10_v5.1	1521439	1526550	-	5112	4217
Tb927.10.6060	Tb927_10_v5.1	1530826	1531467	-	642	3229
Tb927.10.6070	Tb927_10_v5.1	1532690	1533112	-	423	6276
Tb927.10.6080	Tb927_10_v5.1	1533591	1534523	-	933	1560
Tb927.10.6090	Tb927_10_v5.1	1535043	1537109	-	2067	1637
Tb927.10.6100	Tb927_10_v5.1	1537629	1539134	-	1506	1065
Tb927.10.6110	Tb927_10_v5.1	1539676	1541823	-	2148	991
Tb927.10.6120	Tb927_10_v5.1	1542278	1543018	-	741	444
Tb927.10.6130	Tb927_10_v5.1	1545193	1546434	-	1242	971
Tb927.10.6140	Tb927_10_v5.1	1547124	1548152	-	1029	253
Tb927.10.6150	Tb927_10_v5.1	1549165	1558890	-	9726	3159
Tb927.10.6160	Tb927_10_v5.1	1559732	1561927	-	2196	2200
Tb927.10.6170	Tb927_10_v5.1	1562182	1566708	-	4527	5442
Tb927.10.6180	Tb927_10_v5.1	1567994	1569493	-	1500	3124
Tb927.10.6190	Tb927_10_v5.1	1569937	1571448	-	1512	2869
Tb927.10.6200	Tb927_10_v5.1	1572553	1572867	-	315	2527
Tb927.10.6210	Tb927_10_v5.1	1573755	1575590	-	1836	1318
Tb927.10.6220	Tb927_10_v5.1	1576395	1578800	-	2406	2910
Tb927.10.6230	Tb927_10_v5.1	1579930	1582002	-	2073	2655
Tb927.10.6240	Tb927_10_v5.1	1583583	1584794	-	1212	2171
Tb927.10.6250	Tb927_10_v5.1	1585205	1586950	-	1746	1008
Tb927.10.6260	Tb927_10_v5.1	1587915	1589729	-	1815	2069
Tb927.10.6270	Tb927_10_v5.1	1589893	1590288	-	396	214
Tb927.10.6280	Tb927_10_v5.1	1590476	1591132	-	657	482
Tb927.10.6290	Tb927_10_v5.1	1591515	1593053	-	1539	1625
Tb927.10.6300	Tb927_10_v5.1	1593362	1594669	-	1308	1115
Tb927.10.6310	Tb927_10_v5.1	1595162	1597750	-	2589	2461
Tb927.10.6320	Tb927_10_v5.1	1598302	1600143	-	1842	1368
Tb927.10.6330	Tb927_10_v5.1	1601387	1606171	-	4785	3027
Tb927.10.6340	Tb927_10_v5.1	1606827	1608038	-	1212	846
Tb927.10.6350	Tb927_10_v5.1	1608699	1610060	-	1362	1326
Tb927.10.6360	Tb927_10_v5.1	1610579	1612042	-	1464	1892
Tb927.10.6370	Tb927_10_v5.1	1612407	1612688	-	282	10914
Tb927.10.6380	Tb927_10_v5.1	1613708	1614367	-	660	1460
Tb927.10.6390	Tb927_10_v5.1	1614785	1615681	-	897	1271
Tb927.10.6400	Tb927_10_v5.1	1617512	1619200	-	1689	26109
