# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/230569.1.all.q/genomes/tb927_11/tb927_11.gtf" "-o" "/tmp/230569.1.all.q/P_pol_1/counts.txt" "/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/230569.1.all.q/P_pol_1/P_pol_1_sorted.bam
Tb927.9.4360	Tb927_09_v5.1	817730	819139	+	1410	1589
Tb927.9.4370	Tb927_09_v5.1	819648	823841	+	4194	1623
Tb927.9.4390	Tb927_09_v5.1	824374	825510	+	1137	2955
Tb927.9.4420	Tb927_09_v5.1	826128	827375	+	1248	1617
Tb927.9.4440	Tb927_09_v5.1	828086	829381	+	1296	848
Tb927.9.4450	Tb927_09_v5.1	829961	831931	+	1971	1507
Tb927.9.4500	Tb927_09_v5.1	834159	836666	+	2508	1946
Tb927.9.4520	Tb927_09_v5.1	837535	838968	+	1434	2163
Tb927.9.4530	Tb927_09_v5.1	839800	842856	+	3057	3351
Tb927.9.4550	Tb927_09_v5.1	843345	843725	+	381	754
Tb927.9.4560	Tb927_09_v5.1	844702	847797	+	3096	1448
Tb927.9.4570	Tb927_09_v5.1	848961	849620	+	660	800
Tb927.9.4620	Tb927_09_v5.1	851021	852424	+	1404	1976
Tb927.9.4630	Tb927_09_v5.1	852842	856879	+	4038	2793
Tb927.9.4640	Tb927_09_v5.1	857228	862054	+	4827	2972
Tb927.9.4660	Tb927_09_v5.1	862635	864122	+	1488	1997
Tb927.9.4680	Tb927_09_v5.1	864680	865894	+	1215	14502
Tb927.9.4750	Tb927_09_v5.1	867198	867341	+	144	5541
Tb927.9.4755	Tb927_09_v5.1	867907	868011	+	105	245
Tb927.9.4760	Tb927_09_v5.1	869004	870056	+	1053	1193
Tb927.9.4810	Tb927_09_v5.1	872096	872992	+	897	878
Tb927.9.4820	Tb927_09_v5.1	873379	876015	+	2637	1082
Tb927.9.4840	Tb927_09_v5.1	877001	877123	+	123	34
Tb927.9.4850	Tb927_09_v5.1	878855	880327	-	1473	1430
Tb927.9.4900	Tb927_09_v5.1	887922	891698	+	3777	4076
Tb927.9.4910	Tb927_09_v5.1	892236	893390	+	1155	2733
Tb927.9.4920	Tb927_09_v5.1	893629	894297	+	669	481
Tb927.9.4930	Tb927_09_v5.1	894538	895767	+	1230	2019
Tb927.9.4940	Tb927_09_v5.1	896158	897255	+	1098	769
Tb927.9.4950	Tb927_09_v5.1	897502	898689	+	1188	1328
Tb927.9.4960	Tb927_09_v5.1	899036	899182	+	147	13227
Tb927.9.4990	Tb927_09_v5.1	899713	900303	+	591	945
Tb927.9.5000	Tb927_09_v5.1	900605	901429	+	825	825
Tb927.9.5020	Tb927_09_v5.1	901820	902977	+	1158	558
Tb927.9.5040	Tb927_09_v5.1	903516	906308	+	2793	2743
Tb927.9.5100	Tb927_09_v5.1	908687	911464	+	2778	2190
Tb927.9.5150	Tb927_09_v5.1	912912	913292	+	381	4868
Tb927.9.5170	Tb927_09_v5.1	914876	916291	+	1416	985
Tb927.9.5190	Tb927_09_v5.1	916814	917692	+	879	3718
Tb927.9.5210	Tb927_09_v5.1	918642	920375	+	1734	5418
Tb927.9.5220	Tb927_09_v5.1	920669	920998	+	330	317
Tb927.9.5240	Tb927_09_v5.1	922331	925138	+	2808	2676
Tb927.9.5260	Tb927_09_v5.1	925543	927009	+	1467	1114
Tb927.9.5300	Tb927_09_v5.1	927922	928746	+	825	1104
Tb927.9.5320	Tb927_09_v5.1	929806	931089	+	1284	6131
Tb927.9.5330	Tb927_09_v5.1	932456	933598	+	1143	1384
Tb927.9.5350	Tb927_09_v5.1	933978	935228	+	1251	672
Tb927.9.5370	Tb927_09_v5.1	935818	936429	+	612	857
Tb927.9.5380	Tb927_09_v5.1	937059	939284	+	2226	2483
Tb927.9.5390	Tb927_09_v5.1	939953	940609	+	657	274
Tb927.9.5410	Tb927_09_v5.1	942084	942977	+	894	1524
Tb927.9.5440	Tb927_09_v5.1	943765	945030	+	1266	1586
Tb927.9.5460	Tb927_09_v5.1	945458	948454	+	2997	2580
Tb927.9.5490	Tb927_09_v5.1	951113	953137	+	2025	2738
Tb927.9.5520	Tb927_09_v5.1	954383	958411	+	4029	2904
Tb927.9.5590	Tb927_09_v5.1	961067	964732	+	3666	2517
Tb927.9.5620	Tb927_09_v5.1	965768	969808	+	4041	3223
Tb927.9.5630	Tb927_09_v5.1	970277	971512	+	1236	1378
Tb927.9.5650	Tb927_09_v5.1	971905	972402	+	498	2307
Tb927.9.5680	Tb927_09_v5.1	973176	975530	+	2355	3527
Tb927.9.5690	Tb927_09_v5.1	976021	976362	+	342	27040
Tb927.9.5700	Tb927_09_v5.1	976822	983265	+	6444	5201
Tb927.9.5710	Tb927_09_v5.1	983817	984854	+	1038	1136
Tb927.9.5730	Tb927_09_v5.1	985400	986668	+	1269	10113
Tb927.9.5770	Tb927_09_v5.1	987706	988305	+	600	6860
Tb927.9.5800	Tb927_09_v5.1	989089	989439	+	351	1014
Tb927.9.5860	Tb927_09_v5.1	989953	990552	+	600	6099
Tb927.9.5880	Tb927_09_v5.1;Tb927_09_v5.1	991620;992025	992996;992996	+;+	1377	2202
Tb927.9.5890	Tb927_09_v5.1	993572	994651	+	1080	4178
Tb927.9.5900	Tb927_09_v5.1	995307	998285	+	2979	3441
Tb927.9.5960	Tb927_09_v5.1	1000649	1001215	+	567	3083
Tb927.9.6010	Tb927_09_v5.1	1002379	1004247	+	1869	2572
Tb927.9.6040	Tb927_09_v5.1	1004774	1005937	+	1164	3964
Tb927.9.6060	Tb927_09_v5.1	1006583	1007404	+	822	2493
Tb927.9.6070	Tb927_09_v5.1	1008372	1009016	+	645	32546
Tb927.9.6090	Tb927_09_v5.1	1010333	1011364	+	1032	890
Tb927.9.6100	Tb927_09_v5.1	1013074	1014105	+	1032	892
Tb927.9.6110	Tb927_09_v5.1	1014550	1017504	+	2955	1799
Tb927.9.6130	Tb927_09_v5.1	1018085	1018558	+	474	1262
Tb927.9.6150	Tb927_09_v5.1	1020208	1022583	+	2376	1903
Tb927.9.6160	Tb927_09_v5.1	1023184	1026621	+	3438	3799
Tb927.9.6210	Tb927_09_v5.1	1027075	1028289	+	1215	9958
Tb927.9.6250	Tb927_09_v5.1	1029465	1030577	+	1113	3686
Tb927.9.6270	Tb927_09_v5.1	1031274	1032800	+	1527	2202
Tb927.9.6290	Tb927_09_v5.1	1033220	1034290	+	1071	12182
Tb927.9.6310	Tb927_09_v5.1	1035596	1037536	+	1941	2086
Tb927.9.6320	Tb927_09_v5.1	1039345	1040220	+	876	607
Tb927.9.6350	Tb927_09_v5.1	1040827	1041921	+	1095	1513
Tb927.9.6360	Tb927_09_v5.1	1043316	1044755	+	1440	572
Tb927.9.6370	Tb927_09_v5.1	1045334	1046746	+	1413	650
Tb927.9.6380	Tb927_09_v5.1	1047329	1048768	+	1440	870
Tb927.9.6390	Tb927_09_v5.1	1049407	1050030	+	624	747
Tb927.9.6410	Tb927_09_v5.1	1050763	1052775	+	2013	2187
Tb927.9.6420	Tb927_09_v5.1	1053702	1054616	+	915	938
Tb927.9.6430	Tb927_09_v5.1	1055028	1057949	+	2922	3164
Tb927.9.6440	Tb927_09_v5.1	1058429	1058683	+	255	366
Tb927.9.6450	Tb927_09_v5.1	1059300	1060661	+	1362	2042
Tb927.9.6460	Tb927_09_v5.1	1061318	1065880	+	4563	6819
Tb927.9.6470	Tb927_09_v5.1	1066294	1066998	+	705	1099
Tb927.9.6510	Tb927_09_v5.1	1068920	1070920	+	2001	2346
Tb927.9.6530	Tb927_09_v5.1	1072870	1075935	+	3066	1069
Tb927.9.6560	Tb927_09_v5.1	1077469	1079649	+	2181	1201
Tb927.9.6570	Tb927_09_v5.1	1082566	1083015	+	450	104
Tb927.9.6580	Tb927_09_v5.1	1084574	1086742	+	2169	1739
Tb927.9.6620	Tb927_09_v5.1	1087090	1087719	+	630	1976
Tb927.9.6650	Tb927_09_v5.1	1088530	1089936	+	1407	3035
Tb927.9.6660	Tb927_09_v5.1	1090567	1092225	+	1659	1948
Tb927.9.6670	Tb927_09_v5.1	1092574	1100226	+	7653	3035
Tb927.9.6710	Tb927_09_v5.1	1103215	1105002	+	1788	1508
Tb927.9.6720	Tb927_09_v5.1	1105239	1106255	+	1017	1561
Tb927.9.6730	Tb927_09_v5.1	1107187	1108188	+	1002	1160
Tb927.9.6760	Tb927_09_v5.1	1111552	1112430	+	879	757
Tb927.9.6830	Tb927_09_v5.1	1122621	1122992	+	372	5
Tb927.9.6855	Tb927_09_v5.1	1125055	1125150	+	96	132
Tb927.9.6870	Tb927_09_v5.1	1125929	1126375	+	447	1148
Tb927.9.6880	Tb927_09_v5.1	1126719	1128674	+	1956	1322
Tb927.9.6890	Tb927_09_v5.1	1129039	1129242	+	204	672
Tb927.9.6910	Tb927_09_v5.1	1130249	1130737	+	489	1054
Tb927.9.6920	Tb927_09_v5.1	1130911	1131999	+	1089	4776
Tb927.9.6940	Tb927_09_v5.1	1132718	1133539	+	822	2307
Tb927.9.6960	Tb927_09_v5.1	1134803	1135825	+	1023	63
Tb927.9.7000	Tb927_09_v5.1	1137445	1138146	+	702	1632
Tb927.9.7020	Tb927_09_v5.1	1138558	1139235	+	678	848
Tb927.9.7030	Tb927_09_v5.1	1139547	1144502	+	4956	2155
Tb927.9.7040	Tb927_09_v5.1	1144778	1146262	+	1485	261
Tb927.9.7060	Tb927_09_v5.1	1146748	1147641	+	894	1291
Tb927.9.7070	Tb927_09_v5.1	1147880	1148794	+	915	1174
Tb927.9.7080	Tb927_09_v5.1	1149145	1149525	+	381	1925
Tb927.9.7090	Tb927_09_v5.1	1149852	1150955	+	1104	338
Tb927.9.7100	Tb927_09_v5.1	1151354	1152094	+	741	63
Tb927.9.7110	Tb927_09_v5.1	1154238	1155125	+	888	3304
Tb927.9.7150	Tb927_09_v5.1	1156528	1160292	+	3765	2535
Tb927.9.7160	Tb927_09_v5.1	1160553	1161170	+	618	1303
Tb927.9.7170	Tb927_09_v5.1	1161475	1162890	+	1416	3860
Tb927.9.7180	Tb927_09_v5.1	1163295	1168367	+	5073	4214
Tb927.9.7190	Tb927_09_v5.1	1168992	1170329	+	1338	1759
Tb927.9.7200	Tb927_09_v5.1	1170931	1171800	+	870	1400
Tb927.9.7210	Tb927_09_v5.1	1172097	1174328	+	2232	2062
Tb927.9.7230	Tb927_09_v5.1	1174742	1175323	+	582	380
Tb927.9.7250	Tb927_09_v5.1	1175774	1176325	+	552	1375
Tb927.9.7260	Tb927_09_v5.1	1176801	1177901	+	1101	997
Tb927.9.7270	Tb927_09_v5.1	1179965	1180345	+	381	546
Tb927.9.7285	Tb927_09_v5.1	1181688	1181972	+	285	32
Tb927.9.7290	Tb927_09_v5.1	1184063	1185526	-	1464	7
Tb927.9.7310	Tb927_09_v5.1	1187925	1189070	-	1146	2
Tb927.9.7320	Tb927_09_v5.1	1189974	1191089	-	1116	2
Tb927.9.7330	Tb927_09_v5.1	1191257	1192675	-	1419	7
Tb927.9.7340	Tb927_09_v5.1	1196291	1197079	-	789	0
Tb927.9.7350	Tb927_09_v5.1	1199972	1200214	-	243	0
Tb927.9.7370	Tb927_09_v5.1	1205268	1206044	-	777	13
Tb927.9.7380	Tb927_09_v5.1	1207074	1208177	-	1104	35
Tb927.9.7390	Tb927_09_v5.1	1209846	1210991	-	1146	5
Tb927.9.7400	Tb927_09_v5.1	1211895	1213010	-	1116	4
Tb927.9.7410	Tb927_09_v5.1	1213179	1214597	-	1419	1
Tb927.9.7420	Tb927_09_v5.1	1218339	1219124	-	786	0
Tb927.9.7430	Tb927_09_v5.1	1220150	1221253	-	1104	26
Tb927.9.7470	Tb927_09_v5.1	1228022	1229410	-	1389	1453
Tb927.9.7480	Tb927_09_v5.1	1230260	1231774	-	1515	1450
Tb927.9.7500	Tb927_09_v5.1	1233366	1233836	-	471	694
Tb927.9.7520	Tb927_09_v5.1	1234752	1235792	-	1041	1003
Tb927.9.7540	Tb927_09_v5.1	1239117	1241687	-	2571	858
Tb927.9.7550	Tb927_09_v5.1	1243024	1244439	-	1416	1974
Tb927.9.7580	Tb927_09_v5.1	1244829	1246556	-	1728	2158
Tb927.9.7590	Tb927_09_v5.1	1246892	1247476	-	585	20610
Tb927.9.7620	Tb927_09_v5.1	1248271	1248855	-	585	34848
Tb927.9.7650	Tb927_09_v5.1	1249259	1249828	-	570	2087
Tb927.9.7670	Tb927_09_v5.1	1251064	1251771	-	708	2791
Tb927.9.7690	Tb927_09_v5.1	1253940	1259513	-	5574	3941
Tb927.9.7700	Tb927_09_v5.1	1260340	1262802	-	2463	2487
Tb927.9.7710	Tb927_09_v5.1	1263208	1263783	-	576	897
Tb927.9.7720	Tb927_09_v5.1	1264909	1268997	-	4089	4947
Tb927.9.7740	Tb927_09_v5.1	1270305	1271270	-	966	1375
Tb927.9.7760	Tb927_09_v5.1	1272660	1275431	-	2772	1283
Tb927.9.7770	Tb927_09_v5.1	1275756	1276652	-	897	7457
Tb927.9.7800	Tb927_09_v5.1	1277071	1277865	-	795	1196
Tb927.9.7810	Tb927_09_v5.1	1278663	1279109	-	447	1253
Tb927.9.7820	Tb927_09_v5.1	1279297	1281612	-	2316	3934
Tb927.9.7830	Tb927_09_v5.1	1285094	1285696	-	603	8773
Tb927.9.7850	Tb927_09_v5.1	1295358	1296275	-	918	0
Tb927.9.7860	Tb927_09_v5.1	1296556	1297413	-	858	0
Tb927.9.7870	Tb927_09_v5.1	1301114	1302043	-	930	0
Tb927.9.7880	Tb927_09_v5.1	1302320	1303168	-	849	0
Tb927.9.7890	Tb927_09_v5.1	1305727	1306056	-	330	598
Tb927.9.7900	Tb927_09_v5.1	1306911	1307852	-	942	1
Tb927.9.7910	Tb927_09_v5.1	1308129	1308986	-	858	0
Tb927.9.7920	Tb927_09_v5.1	1311506	1311814	-	309	886
Tb927.9.7930	Tb927_09_v5.1	1312656	1313597	-	942	1
Tb927.9.7940	Tb927_09_v5.1	1313874	1314731	-	858	0
Tb927.9.7950	Tb927_09_v5.1	1318399	1319334	-	936	4
Tb927.9.7960	Tb927_09_v5.1	1319592	1320464	-	873	10
Tb927.9.7980	Tb927_09_v5.1	1323013	1323459	-	447	4649
Tb927.9.8000	Tb927_09_v5.1	1324225	1324677	-	453	6605
Tb927.9.8030	Tb927_09_v5.1	1325612	1327222	-	1611	87
Tb927.9.8040	Tb927_09_v5.1	1327725	1330427	-	2703	1866
Tb927.9.8050	Tb927_09_v5.1	1331692	1333317	-	1626	1379
Tb927.9.8060	Tb927_09_v5.1	1333765	1335495	-	1731	1253
Tb927.9.8070	Tb927_09_v5.1	1335857	1336498	-	642	32215
Tb927.9.8100	Tb927_09_v5.1	1336749	1337315	-	567	20115
Tb927.9.8130	Tb927_09_v5.1	1337717	1338283	-	567	15536
Tb927.9.8160	Tb927_09_v5.1	1339368	1340660	-	1293	2052
Tb927.9.8180	Tb927_09_v5.1	1342253	1344181	-	1929	1679
Tb927.9.8190	Tb927_09_v5.1	1344802	1345566	-	765	2277
Tb927.9.8200	Tb927_09_v5.1	1346396	1348372	-	1977	2605
Tb927.9.8210	Tb927_09_v5.1	1348638	1349738	-	1101	1301
Tb927.9.8240	Tb927_09_v5.1	1350495	1351991	-	1497	299
Tb927.9.8250	Tb927_09_v5.1	1352300	1353595	-	1296	1171
Tb927.9.8260	Tb927_09_v5.1	1354301	1355290	-	990	2138
Tb927.9.8290	Tb927_09_v5.1	1355857	1356513	-	657	1508
Tb927.9.8320	Tb927_09_v5.1	1357300	1358196	-	897	147
Tb927.9.8330	Tb927_09_v5.1	1358642	1360099	-	1458	200
Tb927.9.8350	Tb927_09_v5.1	1362358	1364172	-	1815	2227
Tb927.9.8370	Tb927_09_v5.1	1365452	1365928	-	477	974
Tb927.9.8380	Tb927_09_v5.1	1366830	1367267	-	438	2000
Tb927.9.8400	Tb927_09_v5.1	1368175	1369932	-	1758	2323
Tb927.9.8410	Tb927_09_v5.1	1371584	1372966	-	1383	3512
Tb927.9.8420	Tb927_09_v5.1	1373453	1374094	-	642	33819
Tb927.9.8450	Tb927_09_v5.1	1374525	1375127	-	603	3344
Tb927.9.8490	Tb927_09_v5.1	1375909	1376721	-	813	1027
Tb927.9.8500	Tb927_09_v5.1	1377151	1378209	-	1059	1581
Tb927.9.8510	Tb927_09_v5.1	1378682	1380778	-	2097	3057
Tb927.9.8520	Tb927_09_v5.1	1381389	1382231	-	843	2508
Tb927.9.8540	Tb927_09_v5.1	1383326	1386142	-	2817	2187
Tb927.9.8550	Tb927_09_v5.1	1386387	1387019	-	633	1991
Tb927.9.8570	Tb927_09_v5.1	1388063	1388527	-	465	278
Tb927.9.8580	Tb927_09_v5.1	1388787	1389179	-	393	1618
Tb927.9.8610	Tb927_09_v5.1	1389460	1391955	-	2496	3343
Tb927.9.8620	Tb927_09_v5.1	1392560	1395895	-	3336	2426
Tb927.9.8650	Tb927_09_v5.1	1396770	1397075	-	306	1294
Tb927.9.8655	Tb927_09_v5.1	1398134	1398361	-	228	139
Tb927.9.8670	Tb927_09_v5.1	1399424	1400854	-	1431	2256
Tb927.9.8680	Tb927_09_v5.1	1401265	1402080	-	816	1320
Tb927.9.8700	Tb927_09_v5.1	1402521	1403564	-	1044	1235
Tb927.9.8710	Tb927_09_v5.1	1403837	1404346	-	510	716
Tb927.9.8720	Tb927_09_v5.1	1405009	1406061	-	1053	2181
Tb927.9.8740	Tb927_09_v5.1	1409325	1410308	-	984	5680
Tb927.9.8760	Tb927_09_v5.1	1411122	1418096	-	6975	2141
Tb927.9.8780	Tb927_09_v5.1	1418437	1420017	-	1581	1862
Tb927.9.8810	Tb927_09_v5.1	1420205	1420747	-	543	1332
Tb927.9.8815	Tb927_09_v5.1	1421155	1421415	-	261	3277
Tb927.9.8820	Tb927_09_v5.1	1422097	1425258	-	3162	5860
Tb927.9.8850	Tb927_09_v5.1	1425515	1426645	-	1131	4486
Tb927.9.8880	Tb927_09_v5.1	1427029	1428159	-	1131	9309
Tb927.9.8905	Tb927_09_v5.1	1431517	1431795	-	279	1073
Tb927.9.8950	Tb927_09_v5.1	1438016	1439299	-	1284	1508
Tb927.9.8990	Tb927_09_v5.1	1440409	1441446	-	1038	2961
Tb927.9.9000	Tb927_09_v5.1	1441901	1442971	-	1071	2473
Tb927.9.9010	Tb927_09_v5.1	1443290	1445047	-	1758	2396
Tb927.9.9020	Tb927_09_v5.1	1445312	1446436	-	1125	1678
Tb927.9.9030	Tb927_09_v5.1	1447129	1448346	-	1218	1266
Tb927.9.9060	Tb927_09_v5.1	1448681	1449253	-	573	3394
Tb927.9.9080	Tb927_09_v5.1	1449809	1450570	-	762	1399
Tb927.9.9090	Tb927_09_v5.1	1450942	1452030	-	1089	1125
Tb927.9.9100	Tb927_09_v5.1	1452678	1452932	-	255	2718
Tb927.9.9115	Tb927_09_v5.1	1453699	1453872	-	174	417
Tb927.9.9120	Tb927_09_v5.1	1454091	1454825	-	735	1721
Tb927.9.9140	Tb927_09_v5.1	1455387	1456532	-	1146	1328
Tb927.9.9150	Tb927_09_v5.1	1456827	1458182	-	1356	1267
Tb927.9.9160	Tb927_09_v5.1	1459171	1461030	-	1860	952
Tb927.9.9170	Tb927_09_v5.1	1461397	1462536	-	1140	1125
Tb927.9.9180	Tb927_09_v5.1	1463563	1464594	-	1032	415
Tb927.9.9190	Tb927_09_v5.1	1464910	1467030	-	2121	1790
Tb927.9.9200	Tb927_09_v5.1	1467448	1468860	-	1413	1025
Tb927.9.9210	Tb927_09_v5.1	1469243	1469497	-	255	12591
Tb927.9.9220	Tb927_09_v5.1	1469857	1471557	-	1701	1695
Tb927.9.9230	Tb927_09_v5.1	1472027	1472536	-	510	924
Tb927.9.9260	Tb927_09_v5.1	1473251	1473745	-	495	2494
Tb927.9.9270	Tb927_09_v5.1	1474144	1475691	-	1548	2445
Tb927.9.9280	Tb927_09_v5.1	1476046	1477746	-	1701	1902
Tb927.9.9290	Tb927_09_v5.1	1478398	1480098	-	1701	3259
Tb927.9.9300	Tb927_09_v5.1	1482506	1483954	-	1449	1524
Tb927.9.9310	Tb927_09_v5.1	1484281	1487181	-	2901	2694
Tb927.9.9320	Tb927_09_v5.1	1488138	1489232	-	1095	1153
Tb927.9.9370	Tb927_09_v5.1	1496054	1496827	-	774	202
Tb927.9.9380	Tb927_09_v5.1	1497519	1498562	-	1044	363
Tb927.9.9390	Tb927_09_v5.1	1499907	1500896	-	990	524
Tb927.9.9400	Tb927_09_v5.1	1502412	1503383	-	972	112
Tb927.9.9410	Tb927_09_v5.1	1504707	1505720	-	1014	758
Tb927.9.9420	Tb927_09_v5.1	1506093	1507031	-	939	1294
Tb927.9.9430	Tb927_09_v5.1	1507384	1508172	-	789	1751
Tb927.9.9450	Tb927_09_v5.1	1510087	1513179	-	3093	6535
Tb927.9.9520	Tb927_09_v5.1	1519540	1520577	-	1038	723
Tb927.9.9550	Tb927_09_v5.1	1522102	1522740	-	639	820
Tb927.9.9580	Tb927_09_v5.1	1523803	1525776	-	1974	1655
Tb927.9.9600	Tb927_09_v5.1	1527148	1529469	-	2322	2000
Tb927.9.9610	Tb927_09_v5.1	1529867	1530193	-	327	862
Tb927.9.9620	Tb927_09_v5.1	1531465	1532514	-	1050	1328
Tb927.9.9630	Tb927_09_v5.1	1532911	1533978	-	1068	2020
Tb927.9.9640	Tb927_09_v5.1	1534621	1537578	-	2958	5358
Tb927.9.9660	Tb927_09_v5.1	1538667	1539722	-	1056	5563
Tb927.9.9670	Tb927_09_v5.1	1540321	1541073	-	753	3896
Tb927.9.9690	Tb927_09_v5.1	1541763	1542467	-	705	1297
Tb927.9.9700	Tb927_09_v5.1	1542785	1544167	-	1383	1100
Tb927.9.9710	Tb927_09_v5.1	1544458	1545465	-	1008	616
Tb927.9.9720	Tb927_09_v5.1	1545740	1546417	-	678	564
Tb927.9.9730	Tb927_09_v5.1	1547449	1548648	-	1200	2571
Tb927.9.9740	Tb927_09_v5.1	1549027	1553280	-	4254	4153
Tb927.9.9750	Tb927_09_v5.1	1553756	1554439	-	684	1758
Tb927.9.9780	Tb927_09_v5.1	1555585	1556649	-	1065	3176
Tb927.9.9810	Tb927_09_v5.1	1557247	1557705	-	459	1260
Tb927.9.9820	Tb927_09_v5.1	1558099	1559166	-	1068	3787
Tb927.9.9840	Tb927_09_v5.1	1560755	1561171	-	417	3839
Tb927.9.9860	Tb927_09_v5.1	1562466	1564628	-	2163	2360
Tb927.9.9870	Tb927_09_v5.1	1565175	1566623	-	1449	1626
Tb927.9.9940	Tb927_09_v5.1	1572718	1573656	-	939	2044
Tb927.9.9950	Tb927_09_v5.1	1574159	1575628	-	1470	1254
Tb927.9.9960	Tb927_09_v5.1	1576405	1578021	-	1617	758
Tb927.9.9970	Tb927_09_v5.1	1578635	1579981	-	1347	2011
Tb927.9.9990	Tb927_09_v5.1	1581123	1581929	-	807	1484
Tb927.9.10000	Tb927_09_v5.1	1582503	1582838	-	336	1636
Tb927.9.10010	Tb927_09_v5.1	1583566	1585038	-	1473	1524
Tb927.9.10040	Tb927_09_v5.1	1585717	1586520	-	804	1214
Tb927.9.10050	Tb927_09_v5.1	1586854	1588128	-	1275	1645
Tb927.9.10060	Tb927_09_v5.1	1588512	1588955	-	444	1112
Tb927.9.10070	Tb927_09_v5.1	1590135	1591001	-	867	1090
Tb927.9.10080	Tb927_09_v5.1	1591225	1592295	-	1071	1426
Tb927.9.10100	Tb927_09_v5.1	1593215	1597564	-	4350	5708
Tb927.9.10140	Tb927_09_v5.1	1598374	1600839	-	2466	1823
Tb927.9.10150	Tb927_09_v5.1	1601242	1603050	-	1809	2378
Tb927.9.10160	Tb927_09_v5.1	1603419	1604096	-	678	902
Tb927.9.10170	Tb927_09_v5.1	1604537	1604785	-	249	521
Tb927.9.10190	Tb927_09_v5.1	1605552	1607573	-	2022	1892
Tb927.9.10200	Tb927_09_v5.1	1607877	1608353	-	477	1677
Tb927.9.10230	Tb927_09_v5.1	1609324	1609830	-	507	12117
Tb927.9.10250	Tb927_09_v5.1	1610699	1610926	-	228	1211
Tb927.9.10280	Tb927_09_v5.1	1616825	1617202	-	378	14
Tb927.9.10300	Tb927_09_v5.1	1617922	1618497	-	576	696
Tb927.9.10310	Tb927_09_v5.1	1619719	1620672	-	954	8455
Tb927.9.10340	Tb927_09_v5.1	1621876	1623354	-	1479	1241
Tb927.9.10350	Tb927_09_v5.1	1624766	1625389	-	624	1398
Tb927.9.10360	Tb927_09_v5.1	1626138	1626587	-	450	576
Tb927.9.10370	Tb927_09_v5.1	1627096	1628187	-	1092	1519
Tb927.9.10400	Tb927_09_v5.1	1628940	1630346	-	1407	7639
Tb927.9.10430	Tb927_09_v5.1	1630698	1631042	-	345	793
Tb927.9.10440	Tb927_09_v5.1	1631439	1638161	-	6723	5955
Tb927.9.10450	Tb927_09_v5.1	1638969	1642847	-	3879	1929
Tb927.9.10470	Tb927_09_v5.1	1643436	1644467	-	1032	1418
Tb927.9.10490	Tb927_09_v5.1	1645182	1646939	-	1758	1489
Tb927.9.10500	Tb927_09_v5.1	1647431	1649020	-	1590	1155
Tb927.9.10510	Tb927_09_v5.1	1649709	1650113	-	405	194
Tb927.9.10520	Tb927_09_v5.1	1650814	1651575	-	762	1704
Tb927.9.10530	Tb927_09_v5.1	1653298	1656429	-	3132	2154
Tb927.9.10550	Tb927_09_v5.1	1657821	1660001	-	2181	1814
Tb927.9.10560	Tb927_09_v5.1	1661479	1661985	-	507	1003
Tb927.9.10570	Tb927_09_v5.1	1662759	1663724	-	966	5411
Tb927.9.10580	Tb927_09_v5.1	1664146	1665012	-	867	1672
Tb927.9.10630	Tb927_09_v5.1	1668264	1669064	-	801	800
Tb927.9.10640	Tb927_09_v5.1	1670632	1672899	-	2268	1294
Tb927.9.10650	Tb927_09_v5.1	1686880	1687275	-	396	47
Tb927.9.10660	Tb927_09_v5.1	1687936	1688463	-	528	649
Tb927.9.10670	Tb927_09_v5.1	1688954	1690747	-	1794	440
Tb927.9.10680	Tb927_09_v5.1	1691144	1692124	-	981	2031
Tb927.9.10690	Tb927_09_v5.1	1692977	1694443	-	1467	2210
Tb927.9.10710	Tb927_09_v5.1	1695449	1697305	-	1857	2272
Tb927.9.10770	Tb927_09_v5.1	1700279	1701946	-	1668	19312
Tb927.9.10790	Tb927_09_v5.1	1704864	1705781	-	918	1978
Tb927.9.10820	Tb927_09_v5.1	1706460	1708397	-	1938	2143
Tb927.9.10830	Tb927_09_v5.1	1708634	1709182	-	549	1438
Tb927.9.10840	Tb927_09_v5.1	1709706	1711082	-	1377	1696
Tb927.9.10850	Tb927_09_v5.1	1711493	1711762	-	270	793
Tb927.9.10870	Tb927_09_v5.1	1713147	1714154	-	1008	920
Tb927.9.10880	Tb927_09_v5.1	1714624	1715346	-	723	822
Tb927.9.10890	Tb927_09_v5.1	1716196	1717002	-	807	1768
Tb927.9.10920	Tb927_09_v5.1	1718025	1721201	-	3177	2981
Tb927.9.10930	Tb927_09_v5.1	1721655	1721993	-	339	967
Tb927.9.10950	Tb927_09_v5.1	1725010	1725873	-	864	171
Tb927.9.10960	Tb927_09_v5.1	1726927	1729032	-	2106	2159
Tb927.9.10970	Tb927_09_v5.1	1729709	1730821	-	1113	588
Tb927.9.11000	Tb927_09_v5.1	1732341	1733003	-	663	3088
Tb927.9.11030	Tb927_09_v5.1	1736846	1737856	-	1011	167
Tb927.9.11040	Tb927_09_v5.1	1738211	1739134	-	924	384
Tb927.9.11050	Tb927_09_v5.1	1742654	1744291	-	1638	829
Tb927.9.11070	Tb927_09_v5.1	1745706	1747691	-	1986	2674
